county,year,month,fatalities
Somerset,2020,11,2
Somerset,2021,1,1
Somerset,2021,2,1
Somerset,2021,3,2
Somerset,2021,4,1
Somerset,2021,5,3
Somerset,2021,6,2
Somerset,2021,7,2
Somerset,2021,9,3
Somerset,2021,10,7
Somerset,2021,11,1
Somerset,2021,12,2
Somerset,2022,1,2
Somerset,2022,2,2
Somerset,2022,3,1
Somerset,2022,4,2
Somerset,2022,6,1
Somerset,2022,7,4
Somerset,2022,10,2
Somerset,2022,11,3
Somerset,2022,12,1
Somerset,2023,2,1
Somerset,2023,3,2
Somerset,2023,6,3
Somerset,2023,7,2
Somerset,2023,8,7
Somerset,2023,9,2
Somerset,2023,10,1
Somerset,2023,11,2
Somerset,2023,12,3
Somerset,2024,3,1
Somerset,2024,4,2
Somerset,2024,5,1
Somerset,2024,6,3
Somerset,2024,8,2
Somerset,2024,9,2
Somerset,2024,10,3
Somerset,2024,11,4
Somerset,2024,12,1
Somerset,2025,2,4
Somerset,2025,3,1
Somerset,2025,6,2
Somerset,2025,8,1
Somerset,2025,10,3
Somerset,2025,11,1
Somerset,2025,12,1
Somerset,2026,1,1
Somerset,2026,2,1
Sussex,2008,1,1
Sussex,2008,2,1
Sussex,2008,3,2
Sussex,2008,4,1
Sussex,2008,5,1
Sussex,2008,6,2
Sussex,2008,7,3
Sussex,2008,8,2
Sussex,2008,9,1
Sussex,2009,1,1
Sussex,2009,2,1
Sussex,2009,4,1
Sussex,2009,6,1
Sussex,2009,7,2
Sussex,2009,10,1
Sussex,2010,2,1
Sussex,2010,6,2
Sussex,2010,7,1
Sussex,2010,8,1
Sussex,2010,9,1
Sussex,2010,10,4
Sussex,2010,11,1
Sussex,2011,3,1
Sussex,2011,4,1
Sussex,2011,6,3
Sussex,2011,10,2
Sussex,2011,11,2
Sussex,2011,12,2
Sussex,2012,1,2
Sussex,2012,3,2
Sussex,2012,4,1
Sussex,2012,5,2
Sussex,2012,7,1
Sussex,2012,9,1
Sussex,2012,10,3
Sussex,2012,11,1
Sussex,2012,12,2
Sussex,2013,5,1
Sussex,2013,6,1
Sussex,2013,8,1
Sussex,2013,10,2
Sussex,2013,12,1
Sussex,2014,3,1
Sussex,2014,4,1
Sussex,2014,5,2
Sussex,2014,6,1
Sussex,2014,9,1
Sussex,2014,12,1
Sussex,2015,1,1
Sussex,2015,2,1
Sussex,2015,3,1
Sussex,2015,5,1
Sussex,2015,6,1
Sussex,2015,9,3
Sussex,2015,10,1
Sussex,2015,12,1
Sussex,2016,1,2
Sussex,2016,2,1
Sussex,2016,3,2
Sussex,2016,7,3
Sussex,2016,9,1
Sussex,2016,10,3
Sussex,2017,1,1
Sussex,2017,6,1
Sussex,2017,8,1
Sussex,2017,9,1
Sussex,2017,10,1
Sussex,2017,11,2
Sussex,2018,2,1
Sussex,2018,5,3
Sussex,2018,6,1
Sussex,2018,8,2
Sussex,2018,9,1
Sussex,2018,11,3
Sussex,2018,12,1
Sussex,2019,1,1
Sussex,2019,2,1
Sussex,2019,3,1
Sussex,2019,4,1
Sussex,2019,5,3
Sussex,2019,8,4
Sussex,2019,9,2
Sussex,2019,11,1
Sussex,2020,1,1
Sussex,2020,4,2
Sussex,2020,5,1
Sussex,2020,6,1
Sussex,2020,9,1
Sussex,2020,11,1
Sussex,2021,2,1
Sussex,2021,6,1
Sussex,2021,7,2
Sussex,2021,8,1
Sussex,2021,9,1
Sussex,2021,10,2
Sussex,2021,11,3
Sussex,2022,1,2
Sussex,2022,4,1
Sussex,2022,5,2
Sussex,2022,7,1
Sussex,2022,9,4
Sussex,2022,10,2
Sussex,2022,11,2
Sussex,2023,5,4
Sussex,2023,8,1
Sussex,2023,9,1
Sussex,2023,10,1
Sussex,2023,11,2
Sussex,2024,3,2
Sussex,2024,5,3
Sussex,2024,6,2
Sussex,2024,7,1
Sussex,2024,8,1
Sussex,2024,9,1
Sussex,2024,10,1
Sussex,2024,11,1
Sussex,2025,1,1
Sussex,2025,6,1
Sussex,2025,7,1
Sussex,2025,8,2
Sussex,2025,9,5
Sussex,2025,10,1
Sussex,2026,1,1
Sussex,2026,2,1
Union,2008,1,6
Union,2008,2,4
Union,2008,3,1
Union,2008,4,2
Union,2008,5,3
Union,2008,6,3
Union,2008,7,3
Union,2008,8,3
Union,2008,9,2
Union,2008,10,2
Union,2008,11,7
Union,2008,12,2
Union,2009,1,9
Union,2009,2,4
Union,2009,4,6
Union,2009,5,1
Union,2009,6,3
Union,2009,7,5
Union,2009,8,2
Union,2009,9,3
Union,2009,10,4
Union,2009,11,4
Union,2010,1,3
Union,2010,2,1
Union,2010,3,2
Union,2010,4,6
Union,2010,5,3
Union,2010,7,2
Union,2010,8,2
Union,2010,9,2
Union,2010,10,2
Union,2010,11,3
Union,2010,12,3
Union,2011,2,1
Union,2011,3,2
Union,2011,4,4
Union,2011,5,4
Union,2011,6,1
Union,2011,8,1
Union,2011,9,1
Union,2011,10,5
Union,2011,11,3
Union,2011,12,4
Union,2012,1,2
Union,2012,2,2
Union,2012,3,3
Union,2012,4,3
Union,2012,5,2
Union,2012,6,5
Union,2012,7,1
Union,2012,8,3
Union,2012,10,1
Union,2012,11,2
Union,2012,12,4
Union,2013,1,2
Union,2013,2,1
Union,2013,3,1
Union,2013,5,2
Union,2013,8,3
Union,2013,9,2
Union,2013,10,1
Union,2013,11,4
Union,2013,12,2
Union,2014,1,3
Union,2014,2,3
Union,2014,3,5
Union,2014,4,1
Union,2014,5,5
Union,2014,9,3
Union,2014,10,3
Union,2014,11,4
Union,2014,12,3
Union,2015,1,2
Union,2015,2,1
Union,2015,3,1
Union,2015,4,1
Union,2015,5,3
Union,2015,6,4
Union,2015,7,3
Union,2015,8,1
Union,2015,9,3
Union,2015,10,2
Union,2015,11,1
Union,2015,12,7
Union,2016,2,2
Union,2016,3,1
Union,2016,4,2
Union,2016,5,4
Union,2016,6,3
Union,2016,7,2
Union,2016,8,2
Union,2016,9,1
Union,2016,10,3
Union,2016,11,4
Union,2016,12,1
Union,2017,1,3
Union,2017,2,1
Union,2017,3,2
Union,2017,4,4
Union,2017,5,3
Union,2017,6,4
Union,2017,7,2
Union,2017,8,5
Union,2017,9,3
Union,2017,10,2
Union,2017,11,4
Union,2017,12,1
Union,2018,3,1
Union,2018,4,3
Union,2018,5,1
Union,2018,6,6
Union,2018,7,1
Union,2018,8,4
Union,2018,9,2
Union,2018,10,4
Union,2018,11,2
Union,2018,12,3
Union,2019,1,2
Union,2019,2,1
Union,2019,3,3
Union,2019,4,2
Union,2019,5,1
Union,2019,6,3
Union,2019,7,2
Union,2019,8,3
Union,2019,9,3
Union,2019,10,2
Union,2019,11,1
Union,2020,1,7
Union,2020,3,1
Union,2020,5,2
Union,2020,6,3
Union,2020,7,2
Union,2020,8,2
Union,2020,9,1
Union,2020,10,3
Union,2020,11,3
Union,2020,12,6
Union,2021,1,1
Union,2021,2,3
Union,2021,3,2
Union,2021,4,1
Union,2021,5,2
Union,2021,6,6
Union,2021,7,1
Union,2021,8,1
Union,2021,9,4
Union,2021,10,4
Union,2021,11,3
Union,2021,12,1
Union,2022,1,4
Union,2022,2,4
Union,2022,3,2
Union,2022,4,1
Union,2022,5,2
Union,2022,6,2
Union,2022,7,3
Union,2022,8,3
Union,2022,9,2
Union,2022,10,4
Union,2022,11,1
Union,2022,12,2
Union,2023,1,6
Union,2023,2,3
Union,2023,3,2
Union,2023,4,3
Union,2023,6,2
Union,2023,7,1
Union,2023,9,3
Union,2023,10,3
Union,2023,11,5
Union,2023,12,9
Union,2024,1,1
Union,2024,3,3
Union,2024,4,2
Union,2024,5,1
Union,2024,6,6
Union,2024,7,4
Union,2024,8,5
Union,2024,9,3
Union,2024,10,7
Union,2024,11,5
Union,2024,12,2
Union,2025,1,3
Union,2025,2,2
Union,2025,3,1
Union,2025,4,1
Union,2025,5,1
Union,2025,6,1
Union,2025,7,6
Union,2025,8,2
Union,2025,9,5
Union,2025,10,2
Union,2025,11,3
Union,2025,12,1
Union,2026,1,3
Union,2026,2,2
Warren,2008,2,1
Warren,2008,4,1
Warren,2008,6,1
Warren,2008,11,3
Warren,2009,1,1
Warren,2009,2,3
Warren,2009,5,1
Warren,2009,6,1
Warren,2009,7,1
Warren,2009,12,2
Warren,2010,1,4
Warren,2010,3,1
Warren,2010,6,1
Warren,2010,7,1
Warren,2010,10,3
Warren,2010,12,1
Warren,2011,2,3
Warren,2011,4,1
Warren,2011,5,4
Warren,2011,6,1
Warren,2011,7,1
Warren,2011,8,1
Warren,2011,10,3
Warren,2011,11,1
Warren,2012,1,1
Warren,2012,5,3
Warren,2012,6,1
Warren,2012,7,1
Warren,2012,8,2
Warren,2012,10,4
Warren,2012,12,1
Warren,2013,5,1
Warren,2013,7,2
Warren,2013,8,1
Warren,2013,10,2
Warren,2013,12,3
Warren,2014,3,2
Warren,2014,4,1
Warren,2014,6,1
Warren,2014,9,1
Warren,2014,12,1
Warren,2015,4,1
Warren,2015,7,1
Warren,2015,8,1
Warren,2015,9,1
Warren,2015,10,2
Warren,2015,11,2
Warren,2016,1,1
Warren,2016,2,1
Warren,2016,3,4
Warren,2016,4,2
Warren,2016,5,1
Warren,2016,7,1
Warren,2016,8,1
Warren,2016,9,1
Warren,2016,12,3
Warren,2017,1,1
Warren,2017,2,1
Warren,2017,4,1
Warren,2017,5,2
Warren,2017,6,1
Warren,2017,7,1
Warren,2017,11,1
Warren,2017,12,3
Warren,2018,3,1
Warren,2018,6,2
Warren,2018,8,3
Warren,2018,9,1
Warren,2019,2,1
Warren,2019,4,1
Warren,2019,5,1
Warren,2019,6,1
Warren,2019,8,1
Warren,2019,9,1
Warren,2019,10,3
Warren,2019,12,1
Warren,2020,2,1
Warren,2020,5,1
Warren,2020,6,2
Warren,2020,8,1
Warren,2020,10,2
Warren,2020,11,2
Warren,2020,12,3
Warren,2021,3,1
Warren,2021,4,1
Warren,2021,5,1
Warren,2021,7,4
Warren,2021,8,1
Warren,2021,9,1
Warren,2021,10,3
Warren,2021,11,1
Warren,2021,12,2
Warren,2022,2,1
Warren,2022,3,2
Warren,2022,5,3
Warren,2022,6,2
Warren,2022,7,3
Warren,2022,8,1
Warren,2022,9,2
Warren,2022,11,1
Warren,2023,1,1
Warren,2023,2,1
Warren,2023,5,2
Warren,2023,7,1
Warren,2023,9,3
Warren,2023,10,1
Warren,2023,11,2
Warren,2024,2,2
Warren,2024,3,2
Warren,2024,4,1
Warren,2024,5,2
Warren,2024,6,1
Warren,2024,7,1
Warren,2024,8,2
Warren,2024,9,1
Warren,2024,10,2
Warren,2024,12,1
Warren,2025,1,4
Warren,2025,2,1
Warren,2025,3,1
Warren,2025,5,1
Warren,2025,7,2
Warren,2025,10,1
Warren,2026,2,1
