year,county,month,driver,passenger,cyclist,pedestrian,fatalities
2019,Hunterdon,1,1,0,0,0,1
2019,Hunterdon,5,1,0,0,0,1
2019,Hunterdon,7,0,1,0,0,1
2019,Hunterdon,9,1,0,0,0,1
2019,Hunterdon,12,1,0,0,1,2
2019,Mercer,1,1,0,0,0,1
2019,Mercer,2,0,0,0,1,1
2019,Mercer,4,2,0,0,0,2
2019,Mercer,5,1,0,0,0,1
2019,Mercer,6,1,1,0,0,2
2019,Mercer,7,2,0,1,2,5
2019,Mercer,8,1,0,0,0,1
2019,Mercer,9,1,0,0,0,1
2019,Mercer,10,0,0,0,3,3
2019,Mercer,11,0,1,0,0,1
2019,Mercer,12,0,0,0,3,3
2019,Middlesex,1,3,0,0,1,4
2019,Middlesex,2,0,2,0,1,3
2019,Middlesex,3,3,0,0,0,3
2019,Middlesex,4,1,0,0,1,2
2019,Middlesex,5,3,1,0,1,5
2019,Middlesex,6,4,0,0,1,5
2019,Middlesex,7,1,3,0,0,4
2019,Middlesex,8,3,1,1,0,5
2019,Middlesex,9,1,0,0,1,2
2019,Middlesex,10,3,0,0,2,5
2019,Middlesex,11,3,1,0,0,4
2019,Middlesex,12,2,2,1,0,5
2019,Monmouth,1,2,3,0,2,7
2019,Monmouth,2,1,0,0,1,2
2019,Monmouth,3,1,0,0,3,4
2019,Monmouth,4,3,0,0,0,3
2019,Monmouth,5,1,2,1,0,4
2019,Monmouth,6,4,0,0,1,5
2019,Monmouth,7,1,0,0,0,1
2019,Monmouth,8,3,0,0,0,3
2019,Monmouth,9,2,0,0,1,3
2019,Monmouth,10,0,0,0,2,2
2019,Monmouth,12,1,0,0,1,2
2019,Morris,1,1,1,0,1,3
2019,Morris,2,0,1,0,0,1
2019,Morris,3,0,1,0,0,1
2019,Morris,4,1,0,0,1,2
2019,Morris,5,1,0,0,0,1
2019,Morris,6,0,1,0,2,3
2019,Morris,7,2,0,0,1,3
2019,Morris,8,1,1,0,0,2
2019,Morris,9,2,1,0,1,4
2019,Morris,10,3,4,0,0,7
2019,Morris,11,1,0,0,0,1
2019,Morris,12,1,0,0,0,1
2019,Ocean,1,3,0,0,0,3
2019,Ocean,2,0,1,0,1,2
2019,Ocean,3,1,0,0,0,1
2019,Ocean,4,0,0,0,2,2
2019,Ocean,5,3,0,0,0,3
2019,Ocean,6,3,1,0,0,4
2019,Ocean,7,4,1,0,0,5
2019,Ocean,8,2,0,0,1,3
2019,Ocean,9,1,0,0,1,2
2019,Ocean,10,3,0,0,5,8
2019,Ocean,11,2,1,0,0,3
2019,Ocean,12,2,1,0,0,3
2019,Passaic,1,1,0,0,1,2
2019,Passaic,2,2,1,0,0,3
2019,Passaic,3,2,1,0,2,5
2019,Passaic,4,2,0,0,0,2
2019,Passaic,5,2,0,0,1,3
2019,Passaic,6,3,0,0,0,3
2019,Passaic,8,1,0,1,1,3
2019,Passaic,9,1,0,1,1,3
2019,Passaic,10,2,0,0,0,2
2019,Passaic,11,0,0,0,1,1
2019,Passaic,12,1,0,0,2,3
2019,Salem,4,1,1,0,0,2
2019,Salem,5,1,0,0,0,1
2019,Salem,6,1,0,0,0,1
2019,Salem,9,2,0,0,0,2
2019,Salem,12,1,1,0,1,3
2019,Somerset,1,0,1,0,0,1
2019,Somerset,2,1,0,0,0,1
2019,Somerset,4,1,0,0,0,1
2019,Somerset,5,0,0,0,1,1
2019,Somerset,6,1,0,0,0,1
2019,Somerset,7,0,1,0,0,1
2019,Somerset,8,0,0,0,1,1
2019,Somerset,9,2,0,0,0,2
2019,Somerset,11,0,0,0,1,1
2019,Somerset,12,0,0,0,1,1
2019,Sussex,1,1,0,0,0,1
2019,Sussex,2,1,0,0,0,1
2019,Sussex,3,1,0,0,0,1
2019,Sussex,4,1,0,0,0,1
2019,Sussex,5,2,1,0,0,3
2019,Sussex,8,3,1,0,0,4
2019,Sussex,9,1,0,0,1,2
2019,Sussex,11,1,0,0,0,1
2019,Union,1,1,0,0,1,2
2019,Union,2,0,0,0,1,1
2019,Union,3,0,1,0,2,3
2019,Union,4,2,0,0,0,2
2019,Union,5,0,0,0,1,1
2019,Union,6,1,1,0,1,3
2019,Union,7,0,1,0,1,2
2019,Union,8,1,1,0,1,3
2019,Union,9,1,0,0,2,3
2019,Union,10,1,1,0,0,2
2019,Union,11,1,0,0,0,1
2019,Warren,2,0,1,0,0,1
2019,Warren,4,1,0,0,0,1
2019,Warren,5,0,0,0,1,1
2019,Warren,6,1,0,0,0,1
2019,Warren,8,1,0,0,0,1
2019,Warren,9,1,0,0,0,1
2019,Warren,10,2,1,0,0,3
2019,Warren,12,0,0,0,1,1
